Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
YONG SIAK COURT,"2,800,000","1,679.18","1,667",Aug-22,YONG SIAK STREET,Resale,Strata,156,"17,949",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
MARINA ONE RESIDENCES,"3,744,171","1,517.72","2,467",Aug-22,MARINA WAY,Resale,Strata,141,"26,554",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
REGENT GROVE,"1,100,000","1,259.39",873,Aug-22,CHOA CHU KANG NORTH 7,Resale,Strata,117,"9,402",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
CHERRY GARDENS,"1,250,000","1,076.4","1,161",Aug-22,LORONG LEW LIAN,Resale,Strata,100,"12,500",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
REGENCY PARK,"14,113,000","6,415.34","2,200",Aug-22,NATHAN ROAD,Resale,Strata,596,"23,680",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
SIMS EDGE,"718,000",409.03,"1,755",Aug-22,GEYLANG EAST AVENUE 2,Resale,Strata,38,"18,895",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
LAKEVILLE,"1,000,000",635.08,"1,575",Aug-22,JURONG LAKE LINK,Resale,Strata,59,"16,949",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
CAMELOT BY-THE-WATER,"5,500,000","3,035.45","1,812",Aug-22,TANJONG RHU ROAD,Resale,Strata,282,"19,504",-,Condominium,1,99 yrs lease commencing from 1996,15,Rest of Central Region,06 to 10
ROSEWOOD,"1,490,000","1,646.89",905,Aug-22,ROSEWOOD DRIVE,Resale,Strata,153,"9,739",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
FAR HORIZON GARDENS,"1,970,000","1,948.28","1,011",Aug-22,ANG MO KIO AVENUE 9,Resale,Strata,181,"10,884",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,06 to 10
NATURA@HILLVIEW,"935,000",635.08,"1,472",Aug-22,HILLVIEW TERRACE,Resale,Strata,59,"15,847",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
BOTANIC GARDENS MANSION,"3,800,000","1,754.53","2,166",Aug-22,TAMAN SERASI,Resale,Strata,163,"23,313",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
EUHABITAT,"1,065,000",818.06,"1,302",Aug-22,JALAN EUNOS,Resale,Strata,76,"14,013",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ASPEN HEIGHTS,"3,200,000","1,625.36","1,969",Aug-22,RIVER VALLEY ROAD,Resale,Strata,151,"21,192",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
YISHUN EMERALD,"1,080,000","1,184.04",912,Aug-22,CANBERRA DRIVE,Resale,Strata,110,"9,818",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,06 to 10
PANDAN VALLEY,"2,830,000","2,023.63","1,398",Aug-22,PANDAN VALLEY,Resale,Strata,188,"15,053",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
BEDOK RESIDENCES,"970,000",592.02,"1,638",Aug-22,BEDOK NORTH DRIVE,Resale,Strata,55,"17,636",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
CENTRA SUITES,"700,000",462.85,"1,512",Aug-22,LORONG 25A GEYLANG,Resale,Strata,43,"16,279",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
PARC VISTA,"970,000","1,076.4",901,Aug-22,CORPORATION ROAD,Resale,Strata,100,"9,700",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
LAGOON VIEW,"1,850,000","1,646.89","1,123",Aug-22,MARINE PARADE ROAD,Resale,Strata,153,"12,092",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,11 to 15
THE GLADES,"1,035,000",592.02,"1,748",Aug-22,BEDOK RISE,Resale,Strata,55,"18,818",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
THE LINE @ TANJONG RHU,"2,742,400","1,184.04","2,316",Aug-22,TANJONG RHU ROAD,Resale,Strata,110,"24,931",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
CORALS AT KEPPEL BAY,"9,100,000","3,121.56","2,915",Aug-22,KEPPEL BAY DRIVE,Resale,Strata,290,"31,379",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
TRESALVEO,"1,000,000",592.02,"1,689",Aug-22,MARYMOUNT TERRACE,Resale,Strata,55,"18,182",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15
WATERFRONT KEY,"2,350,000","1,517.72","1,548",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,141,"16,667",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
VIVA,"3,310,000","1,323.97","2,500",Aug-22,SUFFOLK WALK,Resale,Strata,123,"26,911",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
THE RAINTREE,"1,595,000","1,323.97","1,205",Aug-22,BUKIT DRIVE,Resale,Strata,123,"12,967",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
THE ESTUARY,"1,350,000","1,194.8","1,130",Aug-22,YISHUN AVENUE 1,Resale,Strata,111,"12,162",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
VILLE ROYALE,"3,088,000","1,711.48","1,804",Aug-22,RIVER VALLEY ROAD,Resale,Strata,159,"19,421",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,700,000","1,810.5",939,Aug-22,SING AVENUE,Resale,Strata,168.2,"10,107",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"1,075,000",850.36,"1,264",Aug-22,HILLVIEW RISE,Resale,Strata,79,"13,608",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
THE MINTON,"1,272,888",979.52,"1,299",Aug-22,HOUGANG STREET 11,Resale,Strata,91,"13,988",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
MARINA ONE RESIDENCES,"1,620,000",699.66,"2,315",Aug-22,MARINA WAY,Resale,Strata,65,"24,923",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
PARC IMPERIAL,"700,000",387.5,"1,806",Aug-22,PASIR PANJANG ROAD,Resale,Strata,36,"19,444",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
MELVILLE PARK,"1,160,000","1,410.08",823,Aug-22,SIMEI STREET 1,Resale,Strata,131,"8,855",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
VIDA,"1,730,000",839.59,"2,061",Aug-22,PECK HAY ROAD,Resale,Strata,78,"22,179",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
WATERTOWN,"870,000",602.78,"1,443",Aug-22,PUNGGOL CENTRAL,Resale,Strata,56,"15,536",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
STUDIO8,"730,000",505.91,"1,443",Aug-22,JALAN AYER,Resale,Strata,47,"15,532",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
D'LEEDON,"1,830,000","1,076.4","1,700",Aug-22,LEEDON HEIGHTS,Resale,Strata,100,"18,300",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
THE CREST,"2,270,000","1,259.39","1,802",Aug-22,PRINCE CHARLES CRESCENT,Resale,Strata,117,"19,402",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
PEBBLE BAY,"3,725,000","2,174.33","1,713",Aug-22,TANJONG RHU ROAD,Resale,Strata,202,"18,441",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
GUILLEMARD SUITES,"1,168,888",764.24,"1,529",Aug-22,GUILLEMARD ROAD,Resale,Strata,71,"16,463",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
GUILIN VIEW,"855,000",861.12,993,Aug-22,BUKIT BATOK STREET 52,Resale,Strata,80,"10,688",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,21 to 25
TERRASSE,"1,550,000","1,227.1","1,263",Aug-22,TERRASSE LANE,Resale,Strata,114,"13,596",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"930,000",710.42,"1,309",Aug-22,UPPER SERANGOON VIEW,Resale,Strata,66,"14,091",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
GARDENVISTA,"1,480,000",925.7,"1,599",Aug-22,DUNEARN ROAD,Resale,Strata,86,"17,209",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
THE ANCHORAGE,"2,450,000","1,420.85","1,724",Aug-22,ALEXANDRA ROAD,Resale,Strata,132,"18,561",-,Condominium,1,Freehold,03,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"1,760,000","1,076.4","1,635",Aug-22,KEPPEL BAY VIEW,Resale,Strata,100,"17,600",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
QUEENS PEAK,"1,980,000",936.47,"2,114",Aug-22,DUNDEE ROAD,Resale,Strata,87,"22,759",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
THE PANORAMA,"2,480,000","1,313.21","1,889",Aug-22,ANG MO KIO AVENUE 2,Resale,Strata,122,"20,328",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
THE BENCOOLEN,"1,430,000","1,001.05","1,428",Aug-22,BENCOOLEN STREET,Resale,Strata,93,"15,376",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
MARINA ONE RESIDENCES,"1,760,654",667.37,"2,638",Aug-22,MARINA WAY,Resale,Strata,62,"28,398",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,21 to 25
THE ALPS RESIDENCES,"725,000",505.91,"1,433",Aug-22,TAMPINES STREET 86,Resale,Strata,47,"15,426",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
THE RED HOUSE,"1,160,000",721.19,"1,608",Aug-22,EAST COAST ROAD,Resale,Strata,67,"17,313",-,Apartment,1,99 yrs lease commencing from 2012,15,Rest of Central Region,01 to 05
TIVOLI GRANDE,"988,888",699.66,"1,413",Aug-22,KOON SENG ROAD,Resale,Strata,65,"15,214",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CAVENAGH HOUSE,"3,250,000","1,700.71","1,911",Aug-22,CLEMENCEAU AVENUE NORTH,Resale,Strata,158,"20,570",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
REGENT GROVE,"1,120,000","1,259.39",889,Aug-22,CHOA CHU KANG NORTH 7,Resale,Strata,117,"9,573",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
TIVOLI GRANDE,"755,000",559.73,"1,349",Aug-22,KOON SENG ROAD,Resale,Strata,52,"14,519",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MONTROSA,"1,100,000",861.12,"1,277",Aug-22,HILLVIEW AVENUE,Resale,Strata,80,"13,750",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
MERAWOODS,"2,068,000","1,646.89","1,256",Aug-22,HILLVIEW AVENUE,Resale,Strata,153,"13,516",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,01 to 05
TANAH MERAH MANSION,"1,138,000",968.76,"1,175",Aug-22,TANAH MERAH KECHIL ROAD SOUTH,Resale,Strata,90,"12,644",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE HILLFORD,"550,000",398.27,"1,381",Aug-22,JALAN JURONG KECHIL,Resale,Strata,37,"14,865",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
SANCTUARY GREEN,"1,710,000","1,270.15","1,346",Aug-22,TANJONG RHU ROAD,Resale,Strata,118,"14,492",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
HILLVIEW PARK,"1,700,000","1,227.1","1,385",Aug-22,HILLVIEW AVENUE,Resale,Strata,114,"14,912",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"855,000",495.14,"1,727",Aug-22,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"18,587",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
ASPEN HEIGHTS,"2,810,000","1,560.78","1,800",Aug-22,RIVER VALLEY ROAD,Resale,Strata,145,"19,379",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
YISHUN EMERALD,"1,200,000","1,431.61",838,Aug-22,CANBERRA DRIVE,Resale,Strata,133,"9,023",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,16 to 20
THE BAYSHORE,"1,570,000","1,237.86","1,268",Aug-22,BAYSHORE ROAD,Resale,Strata,115,"13,652",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
SYMPHONY HEIGHTS,"1,468,000",958,"1,532",Aug-22,HUME AVENUE,Resale,Strata,89,"16,494",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
AMPAS APARTMENTS,"1,700,000","1,259.39","1,350",Aug-22,JALAN AMPAS,Resale,Strata,117,"14,530",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
A TREASURE TROVE,"1,800,000","2,120.51",849,Aug-22,PUNGGOL WALK,Resale,Strata,197,"9,137",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
SIGNATURE PARK,"1,648,000","1,044.11","1,578",Aug-22,TOH TUCK ROAD,Resale,Strata,97,"16,990",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
SKYSUITES@ANSON,"1,350,000",699.66,"1,930",Aug-22,ENGGOR STREET,Resale,Strata,65,"20,769",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,36 to 40
HILLION RESIDENCES,"1,150,000",710.42,"1,619",Aug-22,JELEBU ROAD,Resale,Strata,66,"17,424",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
RAJAH TOWERS,"2,680,000","2,120.51","1,264",Aug-22,JALAN RAJAH,Resale,Strata,197,"13,604",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
SIMS URBAN OASIS,"1,680,000",958,"1,754",Aug-22,SIMS DRIVE,Resale,Strata,89,"18,876",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,16 to 20
SCOTTS SQUARE,"3,080,000",947.23,"3,252",Aug-22,SCOTTS ROAD,Resale,Strata,88,"35,000",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
THE LUMOS,"4,050,000","1,754.53","2,308",Aug-22,LEONIE HILL,Resale,Strata,163,"24,847",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHID PARK CONDO,"1,045,000","1,140.98",916,Aug-22,YISHUN STREET 81,Resale,Strata,106,"9,858",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,01 to 05
PARC SOPHIA,"900,000",473.62,"1,900",Aug-22,ADIS ROAD,Resale,Strata,44,"20,455",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE MEZZO,"1,320,000",839.59,"1,572",Aug-22,BALESTIER ROAD,Resale,Strata,78,"16,923",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
LE CRESCENDO,"1,770,000","1,173.28","1,509",Aug-22,PAYA LEBAR ROAD,Resale,Strata,109,"16,239",-,Condominium,1,Freehold,14,Rest of Central Region,06 to 10
TERRASSE,"1,025,000",807.3,"1,270",Aug-22,TERRASSE LANE,Resale,Strata,75,"13,667",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
TRILIVE,"1,558,888",904.18,"1,724",Aug-22,TAMPINES ROAD,Resale,Strata,84,"18,558",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
DOUBLE BAY RESIDENCES,"1,660,000","1,259.39","1,318",Aug-22,SIMEI STREET 4,Resale,Strata,117,"14,188",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
MEYERHOUSE,"7,552,000","2,895.52","2,608",Aug-22,MEYER ROAD,Resale,Strata,269,"28,074",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE TRIZON,"3,750,000","1,862.17","2,014",Aug-22,RIDGEWOOD CLOSE,Resale,Strata,173,"21,676",-,Condominium,1,Freehold,10,Core Central Region,21 to 25
SEA ESTA,"1,488,000","1,227.1","1,213",Aug-22,PASIR RIS LINK,Resale,Strata,114,"13,053",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,828,000","2,055.92",889,Aug-22,BALESTIER ROAD,Resale,Strata,191,"9,571",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
COMPASS HEIGHTS,"1,160,000","1,410.08",823,Aug-22,SENGKANG SQUARE,Resale,Strata,131,"8,855",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
CLEMENTI PARK,"1,629,000","1,184.04","1,376",Aug-22,SUNSET WAY,Resale,Strata,110,"14,809",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
D'LEEDON,"2,650,000","1,453.14","1,824",Aug-22,LEEDON HEIGHTS,Resale,Strata,135,"19,630",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
THOMSON GRAND,"2,080,000","1,367.03","1,522",Aug-22,SIN MING WALK,Resale,Strata,127,"16,378",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
URBAN VISTA,"788,350",592.02,"1,332",Aug-22,TANAH MERAH KECHIL LINK,Resale,Strata,55,"14,334",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"685,000",484.38,"1,414",Aug-22,UPPER SERANGOON VIEW,Resale,Strata,45,"15,222",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
THE INTERWEAVE,"700,000",430.56,"1,626",Aug-22,KIM KEAT ROAD,Resale,Strata,40,"17,500",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
PARK PLACE RESIDENCES AT PLQ,"1,450,000",667.37,"2,173",Aug-22,PAYA LEBAR ROAD,Resale,Strata,62,"23,387",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
REGENTVILLE,"860,000",979.52,878,Aug-22,HOUGANG STREET 92,Resale,Strata,91,"9,451",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
MONTVIEW,"2,900,000","1,506.96","1,924",Aug-22,MOUNT SINAI DRIVE,Resale,Strata,140,"20,714",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
BAYWATER,"1,200,000","1,033.34","1,161",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,96,"12,500",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,01 to 05
GOLDENHILL PARK CONDOMINIUM,"3,000,000","1,539.25","1,949",Aug-22,MEI HWAN DRIVE,Resale,Strata,143,"20,979",-,Condominium,1,Freehold,20,Outside Central Region,06 to 10
RIVERBANK @ FERNVALE,"695,000",495.14,"1,404",Aug-22,FERNVALE CLOSE,Resale,Strata,46,"15,109",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
SENNETT RESIDENCE,"1,410,000",850.36,"1,658",Aug-22,PHENG GECK AVENUE,Resale,Strata,79,"17,848",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,06 to 10
WATERFRONT WAVES,"1,265,000",968.76,"1,306",Aug-22,BEDOK RESERVOIR ROAD,Resale,Strata,90,"14,056",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,06 to 10
NOVA 88,"733,000",505.91,"1,449",Aug-22,BHAMO ROAD,Resale,Strata,47,"15,596",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SEASTRAND,"684,000",592.02,"1,155",Aug-22,PASIR RIS LINK,Resale,Strata,55,"12,436",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
THE WATER EDGE,"643,000",387.5,"1,659",Aug-22,LORONG 38 GEYLANG,Resale,Strata,36,"17,861",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"1,720,000",861.12,"1,997",Aug-22,KITCHENER LINK,Resale,Strata,80,"21,500",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
SEASCAPE,"4,529,100","2,174.33","2,083",Aug-22,COVE WAY,Resale,Strata,202,"22,421",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
ARDMORE II,"6,120,000","2,023.63","3,024",Aug-22,ARDMORE PARK,Resale,Strata,188,"32,553",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
THE HORIZON,"3,200,000","1,560.78","2,050",Aug-22,HOLT ROAD,Resale,Strata,145,"22,069",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
COSMO,"1,060,000",667.37,"1,588",Aug-22,GUILLEMARD CRESCENT,Resale,Strata,62,"17,097",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE GLADES,"1,050,000",688.9,"1,524",Aug-22,BEDOK RISE,Resale,Strata,64,"16,406",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"1,438,000",753.48,"1,908",Aug-22,COMMONWEALTH AVENUE,Resale,Strata,70,"20,543",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
HILLVIEW REGENCY,"1,135,000","1,108.69","1,024",Aug-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,103,"11,019",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,11 to 15
QUEENS PEAK,"1,288,000",624.31,"2,063",Aug-22,DUNDEE ROAD,Resale,Strata,58,"22,207",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
THE SUNNY SPRING,"1,628,000","1,194.8","1,363",Aug-22,LORONG 40 GEYLANG,Resale,Strata,111,"14,667",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
6 DERBYSHIRE,"1,650,000",731.95,"2,254",Aug-22,DERBYSHIRE ROAD,Resale,Strata,68,"24,265",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
THE TROPICA,"1,227,000","1,227.1","1,000",Aug-22,TAMPINES AVENUE 1,Resale,Strata,114,"10,763",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
GRANDVIEW SUITES,"650,000",527.44,"1,232",Aug-22,LORONG 22 GEYLANG,Resale,Strata,49,"13,265",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE CENTREN,"1,230,000","1,001.05","1,229",Aug-22,LORONG 27 GEYLANG,Resale,Strata,93,"13,226",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ONE DUSUN RESIDENCES,"1,088,000",667.37,"1,630",Aug-22,JALAN DUSUN,Resale,Strata,62,"17,548",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
STRATUM,"610,000",473.62,"1,288",Aug-22,ELIAS ROAD,Resale,Strata,44,"13,864",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
HOLLAND SUITES,"1,918,000","1,044.11","1,837",Aug-22,HOLLAND ROAD,Resale,Strata,97,"19,773",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
BLUWATERS,"1,188,000",936.47,"1,269",Aug-22,JALAN LOYANG BESAR,Resale,Strata,87,"13,655",-,Apartment,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
THE ARCADIA,"4,600,000","3,713.58","1,239",Aug-22,ARCADIA ROAD,Resale,Strata,345,"13,333",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
SEA ESTA,"1,188,888",979.52,"1,214",Aug-22,PASIR RIS LINK,Resale,Strata,91,"13,065",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
THE LAKESHORE,"1,480,000","1,184.04","1,250",Aug-22,JURONG WEST STREET 41,Resale,Strata,110,"13,455",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
D'LEEDON,"2,670,000","1,614.6","1,654",Aug-22,LEEDON HEIGHTS,Resale,Strata,150,"17,800",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
BEDOK RESIDENCES,"877,000",527.44,"1,663",Aug-22,BEDOK NORTH DRIVE,Resale,Strata,49,"17,898",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
STRATFORD COURT,"1,150,000","1,162.51",989,Aug-22,BEDOK RIA CRESCENT,Resale,Strata,108,"10,648",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
PUBLIC MANSION,"1,850,000","1,959.05",944,Aug-22,BALESTIER ROAD,Resale,Strata,182,"10,165",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ESPADA,"1,400,000",645.84,"2,168",Aug-22,ST. THOMAS WALK,Resale,Strata,60,"23,333",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE SUNNY SPRING,"1,630,000","1,237.86","1,317",Aug-22,LORONG 40 GEYLANG,Resale,Strata,115,"14,174",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,260,000","1,259.39","1,000",Aug-22,SIMEI RISE,Resale,Strata,117,"10,769",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
TRE RESIDENCES,"1,135,000",764.24,"1,485",Aug-22,GEYLANG EAST AVENUE 1,Resale,Strata,71,"15,986",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
PARC ROSEWOOD,"1,599,599","2,325.02",688,Aug-22,ROSEWOOD DRIVE,Resale,Strata,216,"7,406",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ADANA @ THOMSON,"1,370,000",721.19,"1,900",Aug-22,OLD UPPER THOMSON ROAD,Resale,Strata,67,"20,448",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
WATERVIEW,"1,550,000","1,184.04","1,309",Aug-22,TAMPINES AVENUE 1,Resale,Strata,110,"14,091",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
SKY VUE,"1,540,000",807.3,"1,908",Aug-22,BISHAN STREET 15,Resale,Strata,75,"20,533",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,21 to 25
RIVER PLACE,"1,230,000",785.77,"1,565",Aug-22,HAVELOCK ROAD,Resale,Strata,73,"16,849",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
LIVIA,"1,730,000","1,539.25","1,124",Aug-22,PASIR RIS GROVE,Resale,Strata,143,"12,098",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
THE WATERSIDE,"4,450,000","2,400.37","1,854",Aug-22,TANJONG RHU ROAD,Resale,Strata,223,"19,955",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
